user_id,event_name,event_dt
59,verify_email,2025-01-02T09:45:00
1019,verify_email,2025-01-02T09:45:00
1616,verify_email,2025-01-02T09:48:00
3941,verify_email,2025-01-02T09:48:00
1398,signup,2025-01-02T09:52:00
1616,complete_profile,2025-01-02T09:53:00
3537,signup,2025-01-02T09:54:00
3102,verify_email,2025-01-02T09:55:00
3102,complete_profile,2025-01-02T09:58:00
3012,connect_source,2025-01-02T10:07:00
3336,signup,2025-01-02T10:09:00
59,complete_profile,2025-01-02T10:14:00
2040,signup,2025-01-02T10:14:00
1019,complete_profile,2025-01-02T10:16:00
1398,verify_email,2025-01-02T10:21:00
3537,verify_email,2025-01-02T10:28:00
2040,verify_email,2025-01-02T10:33:00
2040,complete_profile,2025-01-02T10:38:00
122,signup,2025-01-02T10:42:00
1398,complete_profile,2025-01-02T10:44:00
122,verify_email,2025-01-02T10:45:00
1019,create_project,2025-01-02T10:49:00
662,signup,2025-01-02T10:50:00
2040,create_project,2025-01-02T10:52:00
662,verify_email,2025-01-02T10:58:00
1743,signup,2025-01-02T11:00:00
1398,create_project,2025-01-02T11:10:00
4692,signup,2025-01-02T11:16:00
1743,verify_email,2025-01-02T11:20:00
122,complete_profile,2025-01-02T11:21:00
2133,signup,2025-01-02T11:26:00
817,signup,2025-01-02T11:37:00
1394,signup,2025-01-02T11:40:00
4452,signup,2025-01-02T11:44:00
1398,connect_source,2025-01-02T11:47:00
122,create_project,2025-01-02T11:48:00
2866,signup,2025-01-02T11:52:00
1394,verify_email,2025-01-02T11:53:00
1743,complete_profile,2025-01-02T11:57:00
3968,signup,2025-01-02T11:59:00
2133,verify_email,2025-01-02T12:00:00
3825,signup,2025-01-02T12:06:00
817,verify_email,2025-01-02T12:09:00
4452,verify_email,2025-01-02T12:13:00
1765,signup,2025-01-02T12:17:00
3825,verify_email,2025-01-02T12:17:00
2133,complete_profile,2025-01-02T12:18:00
3968,verify_email,2025-01-02T12:18:00
2866,verify_email,2025-01-02T12:19:00
817,complete_profile,2025-01-02T12:22:00
1394,complete_profile,2025-01-02T12:24:00
1398,first_dashboard,2025-01-02T12:27:00
3968,complete_profile,2025-01-02T12:29:00
3825,complete_profile,2025-01-02T12:30:00
1398,invite_teammate,2025-01-02T12:32:00
2133,create_project,2025-01-02T12:32:00
3968,create_project,2025-01-02T12:32:00
1765,verify_email,2025-01-02T12:33:00
2133,connect_source,2025-01-02T12:33:00
5343,signup,2025-01-02T12:33:00
1394,create_project,2025-01-02T12:35:00
2133,first_dashboard,2025-01-02T12:37:00
3825,create_project,2025-01-02T12:37:00
3877,signup,2025-01-02T12:43:00
1765,complete_profile,2025-01-02T12:48:00
4452,complete_profile,2025-01-02T12:50:00
5814,signup,2025-01-02T12:53:00
1836,signup,2025-01-02T12:57:00
2866,complete_profile,2025-01-02T12:57:00
5814,verify_email,2025-01-02T12:57:00
1765,create_project,2025-01-02T12:58:00
817,create_project,2025-01-02T13:00:00
1394,connect_source,2025-01-02T13:00:00
5814,complete_profile,2025-01-02T13:05:00
5680,signup,2025-01-02T13:06:00
522,signup,2025-01-02T13:07:00
1836,verify_email,2025-01-02T13:07:00
5216,signup,2025-01-02T13:08:00
5343,verify_email,2025-01-02T13:08:00
5814,create_project,2025-01-02T13:08:00
395,signup,2025-01-02T13:09:00
3877,verify_email,2025-01-02T13:09:00
5216,verify_email,2025-01-02T13:09:00
1836,complete_profile,2025-01-02T13:15:00
1394,first_dashboard,2025-01-02T13:16:00
4116,signup,2025-01-02T13:17:00
3877,complete_profile,2025-01-02T13:18:00
817,connect_source,2025-01-02T13:21:00
848,signup,2025-01-02T13:21:00
4116,verify_email,2025-01-02T13:22:00
395,verify_email,2025-01-02T13:23:00
4452,create_project,2025-01-02T13:24:00
5949,signup,2025-01-02T13:27:00
522,verify_email,2025-01-02T13:29:00
5949,verify_email,2025-01-02T13:30:00
5949,complete_profile,2025-01-02T13:33:00
5680,verify_email,2025-01-02T13:41:00
3877,create_project,2025-01-02T13:47:00
5263,signup,2025-01-02T13:52:00
1836,create_project,2025-01-02T13:53:00
5949,create_project,2025-01-02T13:54:00
817,first_dashboard,2025-01-02T13:56:00
1940,signup,2025-01-02T13:56:00
4116,complete_profile,2025-01-02T13:57:00
522,complete_profile,2025-01-02T14:01:00
522,create_project,2025-01-02T14:12:00
5263,verify_email,2025-01-02T14:18:00
5093,signup,2025-01-02T14:20:00
1836,connect_source,2025-01-02T14:26:00
935,signup,2025-01-02T14:31:00
5093,verify_email,2025-01-02T14:33:00
5093,complete_profile,2025-01-02T14:46:00
5263,complete_profile,2025-01-02T14:47:00
522,connect_source,2025-01-02T14:48:00
5711,signup,2025-01-02T14:48:00
800,signup,2025-01-02T14:52:00
1836,first_dashboard,2025-01-02T14:57:00
5263,create_project,2025-01-02T14:58:00
5093,create_project,2025-01-02T15:03:00
522,first_dashboard,2025-01-02T15:09:00
935,verify_email,2025-01-02T15:11:00
1836,invite_teammate,2025-01-02T15:14:00
5711,verify_email,2025-01-02T15:22:00
1960,signup,2025-01-02T15:23:00
5711,complete_profile,2025-01-02T15:27:00
800,verify_email,2025-01-02T15:29:00
1960,verify_email,2025-01-02T15:38:00
4087,signup,2025-01-02T15:46:00
1731,signup,2025-01-02T15:49:00
5778,signup,2025-01-02T15:57:00
4087,verify_email,2025-01-02T16:04:00
1960,complete_profile,2025-01-02T16:05:00
5778,verify_email,2025-01-02T16:05:00
1731,verify_email,2025-01-02T16:06:00
5711,create_project,2025-01-02T16:07:00
5778,complete_profile,2025-01-02T16:08:00
3630,signup,2025-01-02T16:09:00
5778,create_project,2025-01-02T16:10:00
5778,connect_source,2025-01-02T16:18:00
4087,complete_profile,2025-01-02T16:36:00
909,signup,2025-01-02T16:50:00
5778,first_dashboard,2025-01-02T16:52:00
4087,create_project,2025-01-02T17:11:00
909,verify_email,2025-01-02T17:12:00
2647,signup,2025-01-02T17:15:00
4087,connect_source,2025-01-02T17:18:00
5778,invite_teammate,2025-01-02T17:18:00
527,signup,2025-01-02T17:19:00
527,verify_email,2025-01-02T17:22:00
909,complete_profile,2025-01-02T17:32:00
4087,first_dashboard,2025-01-02T17:37:00
4114,signup,2025-01-02T17:38:00
1683,signup,2025-01-02T17:50:00
2647,verify_email,2025-01-02T17:54:00
909,create_project,2025-01-02T17:56:00
527,complete_profile,2025-01-02T18:00:00
2948,signup,2025-01-02T18:06:00
3913,signup,2025-01-02T18:12:00
3913,verify_email,2025-01-02T18:15:00
3913,complete_profile,2025-01-02T18:16:00
909,connect_source,2025-01-02T18:24:00
1683,verify_email,2025-01-02T18:29:00
2647,complete_profile,2025-01-02T18:34:00
2948,verify_email,2025-01-02T18:36:00
909,first_dashboard,2025-01-02T18:45:00
1683,complete_profile,2025-01-02T18:48:00
909,invite_teammate,2025-01-02T18:52:00
1504,signup,2025-01-02T19:00:00
2647,create_project,2025-01-02T19:12:00
1683,create_project,2025-01-02T19:21:00
5116,signup,2025-01-02T19:24:00
1504,verify_email,2025-01-02T19:27:00
2796,signup,2025-01-02T19:29:00
2796,verify_email,2025-01-02T19:33:00
3943,signup,2025-01-02T19:39:00
1683,connect_source,2025-01-02T19:41:00
1683,first_dashboard,2025-01-02T19:44:00
1504,complete_profile,2025-01-02T19:51:00
5116,verify_email,2025-01-02T19:51:00
3943,verify_email,2025-01-02T19:52:00
2796,complete_profile,2025-01-02T19:55:00
3943,complete_profile,2025-01-02T20:03:00
5116,complete_profile,2025-01-02T20:04:00
1504,create_project,2025-01-02T20:14:00
5550,signup,2025-01-02T20:14:00
3943,create_project,2025-01-02T20:16:00
1683,invite_teammate,2025-01-02T20:20:00
5550,verify_email,2025-01-02T20:23:00
5116,create_project,2025-01-02T20:29:00
5550,complete_profile,2025-01-02T20:33:00
4553,signup,2025-01-02T21:24:00
2134,signup,2025-01-02T21:51:00
1855,signup,2025-01-02T22:07:00
2134,verify_email,2025-01-02T22:27:00
2134,complete_profile,2025-01-02T22:29:00
1855,verify_email,2025-01-02T22:37:00
1335,signup,2025-01-02T22:40:00
114,signup,2025-01-02T22:43:00
2134,create_project,2025-01-02T22:52:00
114,verify_email,2025-01-02T22:55:00
600,signup,2025-01-02T22:55:00
2203,signup,2025-01-02T23:06:00
114,complete_profile,2025-01-02T23:09:00
1335,verify_email,2025-01-02T23:11:00
1855,complete_profile,2025-01-02T23:13:00
114,create_project,2025-01-02T23:26:00
2203,verify_email,2025-01-02T23:28:00
2203,complete_profile,2025-01-02T23:32:00
114,connect_source,2025-01-02T23:41:00
1335,complete_profile,2025-01-02T23:43:00
1855,create_project,2025-01-02T23:43:00
1335,create_project,2025-01-02T23:50:00
2203,create_project,2025-01-02T23:56:00
1335,connect_source,2025-01-03T00:05:00
114,first_dashboard,2025-01-03T00:11:00
1335,first_dashboard,2025-01-03T00:17:00
114,invite_teammate,2025-01-03T00:20:00
1335,invite_teammate,2025-01-03T00:49:00
3088,signup,2025-01-03T07:08:00
4485,signup,2025-01-03T07:10:00
3088,verify_email,2025-01-03T07:12:00
3088,complete_profile,2025-01-03T07:24:00
918,signup,2025-01-03T07:29:00
918,verify_email,2025-01-03T07:47:00
1070,signup,2025-01-03T07:52:00
1070,verify_email,2025-01-03T07:59:00
4823,signup,2025-01-03T08:08:00
1227,signup,2025-01-03T08:15:00
3232,signup,2025-01-03T08:16:00
4823,verify_email,2025-01-03T08:20:00
918,complete_profile,2025-01-03T08:23:00
918,create_project,2025-01-03T08:25:00
3232,verify_email,2025-01-03T08:31:00
4823,complete_profile,2025-01-03T08:33:00
4823,create_project,2025-01-03T08:39:00
1227,verify_email,2025-01-03T08:42:00
1227,complete_profile,2025-01-03T08:55:00
1227,create_project,2025-01-03T09:15:00
1306,signup,2025-01-03T09:22:00
1494,signup,2025-01-03T09:35:00
5111,signup,2025-01-03T09:40:00
3599,signup,2025-01-03T09:56:00
4811,signup,2025-01-03T10:02:00
1371,signup,2025-01-03T10:03:00
1371,verify_email,2025-01-03T10:05:00
3599,verify_email,2025-01-03T10:08:00
5111,verify_email,2025-01-03T10:08:00
3841,signup,2025-01-03T10:17:00
1684,signup,2025-01-03T10:21:00
4390,signup,2025-01-03T10:29:00
4811,verify_email,2025-01-03T10:32:00
5111,complete_profile,2025-01-03T10:37:00
4811,complete_profile,2025-01-03T10:39:00
1684,verify_email,2025-01-03T10:42:00
5111,create_project,2025-01-03T10:51:00
1684,complete_profile,2025-01-03T10:54:00
4390,verify_email,2025-01-03T11:04:00
5111,connect_source,2025-01-03T11:08:00
4811,create_project,2025-01-03T11:09:00
1684,create_project,2025-01-03T11:11:00
5111,first_dashboard,2025-01-03T11:19:00
1684,connect_source,2025-01-03T11:20:00
5111,invite_teammate,2025-01-03T11:36:00
3343,signup,2025-01-03T11:41:00
847,signup,2025-01-03T11:44:00
1672,signup,2025-01-03T11:44:00
1684,first_dashboard,2025-01-03T11:51:00
2410,signup,2025-01-03T12:00:00
2410,verify_email,2025-01-03T12:02:00
1672,verify_email,2025-01-03T12:09:00
1684,invite_teammate,2025-01-03T12:11:00
5249,signup,2025-01-03T12:14:00
3656,signup,2025-01-03T12:15:00
847,verify_email,2025-01-03T12:17:00
1672,complete_profile,2025-01-03T12:31:00
847,complete_profile,2025-01-03T12:37:00
5249,verify_email,2025-01-03T12:41:00
2229,signup,2025-01-03T12:50:00
3656,verify_email,2025-01-03T12:50:00
3759,signup,2025-01-03T13:01:00
2815,signup,2025-01-03T13:02:00
5249,complete_profile,2025-01-03T13:06:00
3656,complete_profile,2025-01-03T13:10:00
847,create_project,2025-01-03T13:12:00
3759,verify_email,2025-01-03T13:19:00
3881,signup,2025-01-03T13:26:00
2229,verify_email,2025-01-03T13:27:00
3759,complete_profile,2025-01-03T13:33:00
5722,signup,2025-01-03T13:34:00
2815,verify_email,2025-01-03T13:35:00
847,connect_source,2025-01-03T13:44:00
3656,create_project,2025-01-03T13:46:00
5722,verify_email,2025-01-03T13:54:00
2229,complete_profile,2025-01-03T13:55:00
2815,complete_profile,2025-01-03T14:01:00
5722,complete_profile,2025-01-03T14:02:00
3881,verify_email,2025-01-03T14:05:00
4088,signup,2025-01-03T14:18:00
1157,signup,2025-01-03T14:21:00
3656,connect_source,2025-01-03T14:22:00
847,first_dashboard,2025-01-03T14:24:00
2854,signup,2025-01-03T14:26:00
847,invite_teammate,2025-01-03T14:33:00
2815,create_project,2025-01-03T14:35:00
5722,create_project,2025-01-03T14:35:00
5722,connect_source,2025-01-03T14:37:00
3881,complete_profile,2025-01-03T14:45:00
1157,verify_email,2025-01-03T14:47:00
1399,signup,2025-01-03T14:47:00
1157,complete_profile,2025-01-03T14:49:00
2815,connect_source,2025-01-03T14:51:00
2815,first_dashboard,2025-01-03T15:00:00
1157,create_project,2025-01-03T15:03:00
5722,first_dashboard,2025-01-03T15:08:00
5138,signup,2025-01-03T15:09:00
1399,verify_email,2025-01-03T15:13:00
5966,signup,2025-01-03T15:13:00
5138,verify_email,2025-01-03T15:16:00
3881,create_project,2025-01-03T15:17:00
1399,complete_profile,2025-01-03T15:39:00
1689,signup,2025-01-03T15:45:00
5138,complete_profile,2025-01-03T15:45:00
5138,create_project,2025-01-03T15:46:00
1399,create_project,2025-01-03T15:49:00
2906,signup,2025-01-03T15:56:00
1689,verify_email,2025-01-03T15:57:00
1858,signup,2025-01-03T15:58:00
5879,signup,2025-01-03T15:59:00
1689,complete_profile,2025-01-03T16:03:00
1858,verify_email,2025-01-03T16:03:00
5540,signup,2025-01-03T16:15:00
5540,verify_email,2025-01-03T16:19:00
5138,connect_source,2025-01-03T16:21:00
5022,signup,2025-01-03T16:22:00
5879,verify_email,2025-01-03T16:22:00
5022,verify_email,2025-01-03T16:28:00
2906,verify_email,2025-01-03T16:29:00
580,signup,2025-01-03T16:34:00
5879,complete_profile,2025-01-03T16:35:00
1689,create_project,2025-01-03T16:36:00
4217,signup,2025-01-03T16:42:00
1209,signup,2025-01-03T16:44:00
5138,first_dashboard,2025-01-03T16:45:00
5879,create_project,2025-01-03T16:47:00
2906,complete_profile,2025-01-03T16:57:00
454,signup,2025-01-03T17:02:00
580,verify_email,2025-01-03T17:04:00
2493,signup,2025-01-03T17:05:00
5022,complete_profile,2025-01-03T17:05:00
4217,verify_email,2025-01-03T17:16:00
4707,signup,2025-01-03T17:19:00
1209,verify_email,2025-01-03T17:20:00
4217,complete_profile,2025-01-03T17:22:00
2493,verify_email,2025-01-03T17:24:00
454,verify_email,2025-01-03T17:25:00
5022,create_project,2025-01-03T17:25:00
5879,connect_source,2025-01-03T17:25:00
1209,complete_profile,2025-01-03T17:30:00
2493,complete_profile,2025-01-03T17:32:00
580,complete_profile,2025-01-03T17:37:00
5879,first_dashboard,2025-01-03T17:41:00
2493,create_project,2025-01-03T17:45:00
4217,create_project,2025-01-03T17:46:00
454,complete_profile,2025-01-03T17:48:00
4217,connect_source,2025-01-03T17:58:00
1209,create_project,2025-01-03T18:01:00
5879,invite_teammate,2025-01-03T18:04:00
868,signup,2025-01-03T18:06:00
1713,signup,2025-01-03T18:07:00
868,verify_email,2025-01-03T18:12:00
2440,signup,2025-01-03T18:19:00
454,create_project,2025-01-03T18:25:00
2440,verify_email,2025-01-03T18:29:00
454,connect_source,2025-01-03T18:30:00
1209,connect_source,2025-01-03T18:33:00
2440,complete_profile,2025-01-03T18:33:00
1713,verify_email,2025-01-03T18:35:00
5996,signup,2025-01-03T18:43:00
912,signup,2025-01-03T18:46:00
5794,signup,2025-01-03T18:51:00
2440,create_project,2025-01-03T18:58:00
454,first_dashboard,2025-01-03T18:59:00
912,verify_email,2025-01-03T19:01:00
5038,signup,2025-01-03T19:01:00
5794,verify_email,2025-01-03T19:04:00
912,complete_profile,2025-01-03T19:05:00
1713,complete_profile,2025-01-03T19:06:00
1713,create_project,2025-01-03T19:08:00
5996,verify_email,2025-01-03T19:09:00
1209,first_dashboard,2025-01-03T19:12:00
5038,verify_email,2025-01-03T19:16:00
5996,complete_profile,2025-01-03T19:30:00
5038,complete_profile,2025-01-03T19:40:00
1209,invite_teammate,2025-01-03T19:41:00
2718,signup,2025-01-03T19:41:00
2680,signup,2025-01-03T19:42:00
5181,signup,2025-01-03T19:45:00
5356,signup,2025-01-03T20:00:00
2680,verify_email,2025-01-03T20:02:00
5996,create_project,2025-01-03T20:03:00
2718,verify_email,2025-01-03T20:10:00
5038,create_project,2025-01-03T20:10:00
1842,signup,2025-01-03T20:16:00
2418,signup,2025-01-03T20:27:00
5356,verify_email,2025-01-03T20:36:00
2680,complete_profile,2025-01-03T20:42:00
5356,complete_profile,2025-01-03T20:50:00
2418,verify_email,2025-01-03T20:52:00
1842,verify_email,2025-01-03T20:53:00
2680,create_project,2025-01-03T21:08:00
2418,complete_profile,2025-01-03T21:12:00
2418,create_project,2025-01-03T21:25:00
2418,connect_source,2025-01-03T21:38:00
1166,signup,2025-01-03T21:40:00
2441,signup,2025-01-03T21:47:00
1108,signup,2025-01-03T21:54:00
1166,verify_email,2025-01-03T21:59:00
2418,first_dashboard,2025-01-03T22:01:00
2945,signup,2025-01-03T22:03:00
2441,verify_email,2025-01-03T22:04:00
1108,verify_email,2025-01-03T22:05:00
2441,complete_profile,2025-01-03T22:09:00
648,signup,2025-01-03T22:20:00
648,verify_email,2025-01-03T22:21:00
887,signup,2025-01-03T22:21:00
2945,verify_email,2025-01-03T22:22:00
4965,signup,2025-01-03T22:26:00
648,complete_profile,2025-01-03T22:27:00
2441,create_project,2025-01-03T22:29:00
563,signup,2025-01-03T22:33:00
2945,complete_profile,2025-01-03T22:33:00
1108,complete_profile,2025-01-03T22:36:00
3935,signup,2025-01-03T22:36:00
648,create_project,2025-01-03T22:40:00
563,verify_email,2025-01-03T22:51:00
887,verify_email,2025-01-03T22:52:00
4965,verify_email,2025-01-03T22:55:00
3755,signup,2025-01-03T22:56:00
4965,complete_profile,2025-01-03T22:56:00
3755,verify_email,2025-01-03T23:03:00
3935,verify_email,2025-01-03T23:03:00
1108,create_project,2025-01-03T23:04:00
745,signup,2025-01-03T23:05:00
648,connect_source,2025-01-03T23:07:00
3755,complete_profile,2025-01-03T23:18:00
3755,create_project,2025-01-03T23:20:00
648,first_dashboard,2025-01-03T23:23:00
3459,signup,2025-01-03T23:23:00
